Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split
tx_0000AfDIlRYaH1KIyYIrhp,24/02/2024,17:00:25,Card payment,Franksters,🍴,Eating out,-9.36,GBP,-9.36,GBP,,Dewsbury Road,,FRANKSTERS             UXBRIDGE LS11 GBR,
tx_0000AfDIlWo0l4mZizzDhx,24/02/2024,17:00:26,Pot transfer,Tayyab Pot,,Savings,-0.64,GBP,-0.64,GBP,,,,Round up,
tx_0000AfDdrUO2lLTjNGzNmD,24/02/2024,20:56:49,Card payment,FoodHub,🌮🍕🥘,Eating out,-5.60,GBP,-5.60,GBP,,,,WWW.TAKEAWAY.JE        GUERNSEY      GBR,
tx_0000AfDdrZ55JGHfvv9oQ5,24/02/2024,20:56:50,Pot transfer,Tayyab Pot,,Savings,-0.40,GBP,-0.40,GBP,,,,Round up,
tx_0000AfDisu3lIRK6UGMsnx,24/02/2024,21:53:06,Card payment,Sk Discount 31,🍎,Groceries,-2.00,GBP,-2.00,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000AfDw8F5agrIFPo8Cos,25/02/2024,00:21:32,Card payment,PlayStation,🎮,Bills,-6.99,GBP,-6.99,GBP,,10 GREAT MARLBOROUGH STREET,,PLAYSTATIONNETWORK     LONDON        GBR,
tx_0000AfEhfyhynPGYSlnHYP,25/02/2024,09:14:16,Card payment,West Yorkshire Metro,🚌,Transport,-4.50,GBP,-4.50,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfEjJbiBoeTfIXgJhC,25/02/2024,09:32:38,Pot transfer,Bills Pot,,Transfers,15.00,GBP,15.00,GBP,,,,,
tx_0000AfFAlldtBWqlYz7Fi5,25/02/2024,14:40:16,Card payment,Millie's Greengrocer ,🍴,Groceries,-5.38,GBP,-5.38,GBP,,Dewsbury Road,,"MILLIES                WHITE ROSE,LE GBR",
tx_0000AfFQTmcqODKYForf9N,25/02/2024,17:36:18,Card payment,FoodHub,🌮🍕🥘,Eating out,-17.76,GBP,-17.76,GBP,,,,WWW.TAKEAWAY.JE        GUERNSEY      GBR,
tx_0000AfFa3aOGFxIxqGkAGf,25/02/2024,19:23:37,Card payment,Noor Foods,🥖,Groceries,-5.02,GBP,-5.02,GBP,,26-28 Harehills Road,,NOOR FOOD YORKSHIRE LT LEEDS         GBR,
tx_0000AfGF1KGHLcyt6bRcGM,26/02/2024,03:02:37,Pot transfer,Bills Pot,,Transfers,40.49,GBP,40.49,GBP,,,,,
tx_0000AfGF1LDTnW7X5zi25p,26/02/2024,03:02:37,Direct Debit,EE,,Bills,-40.49,GBP,-40.49,GBP,Q21513569496845021,,,Q21513569496845021,
tx_0000AfGuO172o0geIXRaAE,26/02/2024,10:46:07,Flex,FoodHub,🌮🍕🥘,Eating out,17.76,GBP,17.76,GBP,Returned for FoodHub,,,Flex,
tx_0000AfGuPSLJ3CJeepfHQ9,26/02/2024,10:46:22,Flex,Franksters,🍴,Eating out,9.36,GBP,9.36,GBP,Returned for Franksters,,,Flex,
tx_0000AfJ8roeZTqyNCTsCMT,27/02/2024,12:37:48,Card payment,West Yorkshire Metro,🚌,Transport,-4.50,GBP,-4.50,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfJU6SVuAyOzPXlpZ3,27/02/2024,16:35:45,Card payment,Franksters,🍴,Eating out,-9.36,GBP,-9.36,GBP,,Dewsbury Road,,FRANKSTERS             UXBRIDGE LS11 GBR,
tx_0000AfJvyLA2QVHbbfJAFW,27/02/2024,21:48:01,Faster payment,Chopan Restaurant,,Eating out,-11.00,GBP,-11.00,GBP,Chopan Restaurant,,,Chopan Restaurant,
tx_0000AfK4EP5UOVka3FLosz,27/02/2024,23:20:34,Pot transfer,Tayyab Pot,,Transfers,25.00,GBP,25.00,GBP,,,,,
tx_0000AfKtY46TDaElLpiDir,28/02/2024,08:55:34,Card payment,West Yorkshire Metro,🚌,Transport,-4.50,GBP,-4.50,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfKwLcdTodaskTf6NG,28/02/2024,09:26:56,Pot transfer,Bills Pot,,Transfers,5.00,GBP,5.00,GBP,,,,,
tx_0000AfLMoJaqIBL6ichuq2,28/02/2024,14:23:27,Card payment,Greggs,🥖,Eating out,-4.50,GBP,-4.50,GBP,,South Mall White Rose Shopping Centre,,GREGGS                 LEEDS         GBR,
tx_0000AfLe4w1WsJ9OIBcQeg,28/02/2024,17:36:56,Monzo-to-Monzo,Noreen Ghaffar,,Bills,-250.00,GBP,-250.00,GBP,,,,,
tx_0000AfLnMZsKrM7v5l7XRT,28/02/2024,19:20:59,Pot transfer,Tayyab Pot,,Transfers,260.00,GBP,260.00,GBP,,,,,
tx_0000AfLrJmt2QX5Xhc3ldh,28/02/2024,20:05:18,Card payment,Sk Discount 31,🍎,Groceries,-2.00,GBP,-2.00,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000AfNCVuaVuccrnrCmPZ,29/02/2024,11:37:30,Card payment,Nafees Harehills Rd,🍞,Eating out,-50.18,GBP,-50.18,GBP,,33C Harehills Road,,Nafees Harehills Rd    Leeds         GBR,
tx_0000AfNDg5lDKMANs32z7x,29/02/2024,11:50:33,Pot transfer,Tayyab Pot,,Transfers,45.00,GBP,45.00,GBP,,,,,
tx_0000AfNJVIkrH3mlwk8jXm,29/02/2024,12:55:50,Card payment,Tesco,🍏 ,Groceries,-41.00,GBP,-41.00,GBP,,361 Roundhay Road,,TESCO STORES 2814      LEEDS         GBR,
tx_0000AfNPxD9yGk5BilEiP3,29/02/2024,14:08:06,Faster payment,ALI A & GHAFFAR,,Income,100.00,GBP,100.00,GBP,Monzo shahzar,,,Monzo shahzar,
tx_0000AfNQHWRYHc0oLxFS65,29/02/2024,14:11:46,Card payment,Western Union,💸,Family,0.00,GBP,0.00,GBP,Active card check,200 HAMMERSMITH ROAD,,WUI GBP MC             LONDON        GBR,
tx_0000AfNQJWoBtczFHLYkGA,29/02/2024,14:12:08,Card payment,Western Union,💸,Family,-110.44,GBP,-110.44,GBP,,200 HAMMERSMITH ROAD,,WUI GBP MC             LONDON        GBR,
tx_0000AfNQLAAL3JXkQbAjEh,29/02/2024,14:12:26,Monzo-to-Monzo,Noreen Ghaffar,,General,45.00,GBP,45.00,GBP,,,,,
tx_0000AfNQOYkm5nf4VkUXar,29/02/2024,14:13:03,Pot transfer,Tayyab Pot,,Transfers,95.00,GBP,95.00,GBP,,,,,
tx_0000AfNQWUlUnyiWZxeXh3,29/02/2024,14:14:29,Card payment,Vanquis Bank,🏦,Finances,-25.53,GBP,-25.53,GBP,,Compass South,,WWW.VANQUIS.CO.UK      02036203142   GBR,
tx_0000AfNQWZQ3V8F302dMAM,29/02/2024,14:14:29,Pot transfer,Tayyab Pot,,Savings,-0.47,GBP,-0.47,GBP,,,,Round up,
tx_0000AfNRsLB5ENbX34YtZR,29/02/2024,14:29:38,Card payment,Uber Eats,🍽,Eating out,-13.58,GBP,-13.58,GBP,,Aldgate Tower First Floor,,UBER   * EATS PENDING  London        GBR,
tx_0000AfNRsQRZeUZWQKet3h,29/02/2024,14:29:39,Pot transfer,Tayyab Pot,,Savings,-0.42,GBP,-0.42,GBP,,,,Round up,
tx_0000AfNXvT1L7xkDXTajAH,29/02/2024,15:37:25,Card payment,West Yorkshire Metro,🚌,Transport,-4.50,GBP,-4.50,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfNXvYVIjzgKXqeE3o,29/02/2024,15:37:26,Pot transfer,Tayyab Pot,,Savings,-0.50,GBP,-0.50,GBP,,,,Round up,
tx_0000AfNZvyMqmQNH2TF24g,29/02/2024,15:59:55,Card payment,Lindt Leeds,🍫,Groceries,-17.30,GBP,-17.30,GBP,,28 Albion Street,,Lindt Leeds            Leeds         GBR,
tx_0000AfNZw4DV26SeG0xRlB,29/02/2024,15:59:57,Pot transfer,Tayyab Pot,,Savings,-0.70,GBP,-0.70,GBP,,,,Round up,
tx_0000AfNhmyQ21G6ZUowjrd,29/02/2024,17:27:56,Card payment,Icestone Gelato L,🍴,Eating out,-18.28,GBP,-18.28,GBP,,Albion Street,,IceStone Gelato L      eds           GBR,
tx_0000AfNhn4tJxFze9kR2Ek,29/02/2024,17:27:57,Pot transfer,Tayyab Pot,,Savings,-0.72,GBP,-0.72,GBP,,,,Round up,
tx_0000AfNko3jE40B6q0pqwz,29/02/2024,18:01:45,Card payment,Mezze Guys LTD,🍎,Groceries,-6.50,GBP,-6.50,GBP,,264a Flat 4 Roundhay Road,,SumUp  *MEZZE GUYS LTD Leeds         GBR,
tx_0000AfNq4iAPytW5wCc1h3,29/02/2024,19:00:47,Card payment,Primark,👕,Shopping,-15.00,GBP,-15.00,GBP,,Albion Street,,PRIMARK 673            LEEDS LS1     GBR,
tx_0000AfNsiyEnqjziEupgB8,29/02/2024,19:30:28,Bacs (Direct Credit),GB Retail Payroll,,Income,95.50,GBP,95.50,GBP,50004227-1,,,50004227-1,
tx_0000AfPVczwYgYiWZ5kJ98,01/03/2024,14:21:06,Pot transfer,Bills Pot,,Transfers,-75.00,GBP,-75.00,GBP,,,,,
tx_0000AfQTzgcIhbQt6yn3yr,02/03/2024,01:37:30,Card payment,Apple,🍎 ,Bills,-36.95,GBP,-36.95,GBP,,,,APPLE.COM/BILL         APPLE.COM/BIL IRL,
tx_0000AfRFYQqQ1ynCI6ZPw9,02/03/2024,10:30:25,Pot transfer,Bills Pot,,Transfers,48.00,GBP,48.00,GBP,,,,,
tx_0000AfRKo0V6FCVacwBH76,02/03/2024,11:29:15,Card payment,Next,👕,Shopping,-34.20,GBP,-34.20,GBP,,Next Retail Limited,,NEXT                   LEICESTER     GBR,
tx_0000AfRKyFsnuLoKkFhdR4,02/03/2024,11:31:06,Card payment,Western Union,💸,Family,0.00,GBP,0.00,GBP,Active card check,200 HAMMERSMITH ROAD,,WUI GBP MC             LONDON        GBR,
tx_0000AfRKzFv5FxRwxFFno9,02/03/2024,11:31:17,Card payment,Western Union,💸,Family,-58.95,GBP,-58.95,GBP,,200 HAMMERSMITH ROAD,,WUI GBP MC             LONDON        GBR,
tx_0000AfRL27hmFqaoBIpk6m,02/03/2024,11:31:48,Pot transfer,Bills Pot,,Transfers,42.00,GBP,42.00,GBP,,,,,
tx_0000AfRL2ngUB2YSYOi20Q,02/03/2024,11:31:56,Pot transfer,Tayyab Pot,,Transfers,50.00,GBP,50.00,GBP,,,,,
tx_0000AfRS3asFzR4BS3l08P,02/03/2024,12:50:30,Card payment,West Yorkshire Metro,🚌,Transport,-4.50,GBP,-4.50,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfRS3gP3QvVeDYGcvR,02/03/2024,12:50:31,Pot transfer,Tayyab Pot,,Savings,-0.50,GBP,-0.50,GBP,,,,Round up,
tx_0000AfRclFH4eoyTXAO4aw,02/03/2024,14:50:27,Card payment,OpenAI,💻,Subscriptions,-19.05,GBP,-24.00,USD,,,,CHATGPT SUBSCRIPTION   +14158799686  USA,
tx_0000AfRtjCi6uwfW6PIz1F,02/03/2024,18:00:34,Card payment,Franksters,🍴,Eating out,-9.36,GBP,-9.36,GBP,,Dewsbury Road,,FRANKSTERS             UXBRIDGE LS11 GBR,
tx_0000AfS9qWZX4MS6KNZqSI,02/03/2024,21:01:10,Card payment,FoodHub,🌮🍕🥘,Eating out,-5.60,GBP,-5.60,GBP,,,,WWW.TAKEAWAY.JE        GUERNSEY      GBR,
tx_0000AfST4WlZ2iXY73azem,03/03/2024,00:36:36,Pot transfer,Tayyab Pot,,Transfers,25.00,GBP,25.00,GBP,,,,,
tx_0000AfTLHi1FuVQU255dfH,03/03/2024,10:44:03,Pot transfer,Tayyab Pot,,Transfers,29.00,GBP,29.00,GBP,,,,,
tx_0000AfTLLAvKttuhRSwSLi,03/03/2024,10:44:40,Monzo-to-Monzo,Noreen Ghaffar,,Bills,-30.00,GBP,-30.00,GBP,,,,,
tx_0000AfTN9NPeqB81RuqKOX,03/03/2024,11:04:57,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfTtNr12lsRaHIdIUk,03/03/2024,17:06:08,Card payment,Aisha S Cafe,🍽,Eating out,-18.88,GBP,-18.88,GBP,,159 Roundhay Road,,AISHA S CAFE           LEEDS         GBR,
tx_0000AfUKNnUaZKUDgQIINN,03/03/2024,22:08:39,Pot transfer,Tayyab Pot,,Transfers,25.00,GBP,25.00,GBP,,,,,
tx_0000AfUL8CBb5fSRr6Lo5h,03/03/2024,22:17:02,Card payment,Amazon,📦,Shopping,-51.59,GBP,-51.59,GBP,,,,AMZNMktplace           amazon.co.uk  GBR,
tx_0000AfULO1h3rx1O9IxLSz,03/03/2024,22:19:54,Card payment,Amazon,📦,Shopping,0.00,GBP,0.00,GBP,Active card check,,,AMAZON EU              AMAZON.CO.UK  GBR,
tx_0000AfUNVYRmgr8xWmH76v,03/03/2024,22:43:40,Pot transfer,Tayyab Pot,,Transfers,50.00,GBP,50.00,GBP,,,,,
tx_0000AfVh46UQiePliQHHiz,04/03/2024,13:57:31,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfVrgwPr6eDN5Biu4v,04/03/2024,15:56:35,Card payment,Card Factory,🎁,Shopping,-3.97,GBP,-3.97,GBP,,UNIT 15/16 ST JOHNS CENTRE,,CARD FACTORY           LEEDS         GBR,
tx_0000AfVxZiXctQECDOLWLq,04/03/2024,17:02:31,Card payment,Icestone Gelato L,🍴,Eating out,-18.58,GBP,-18.58,GBP,,Albion Street,,IceStone Gelato L      eds           GBR,
tx_0000AfW0yqa2RQP7dsmbg2,04/03/2024,17:40:40,Flex,Icestone Gelato L,🍴,Eating out,18.58,GBP,18.58,GBP,Returned for Icestone Gelato L,,,Flex,
tx_0000AfW6yCMIaF7Yw0Uysk,04/03/2024,18:47:47,Monzo-to-Monzo,Noreen Ghaffar,,General,550.00,GBP,550.00,GBP,,,,,
tx_0000AfW70xedi5RcJ0eFcn,04/03/2024,18:48:17,Faster payment,Kube Enterprises,,Bills,-550.00,GBP,-550.00,GBP,Kube Enterprises,,,Kube Enterprises,
tx_0000AfW7tfHXihqyrx70wT,04/03/2024,18:58:10,Card payment,Cake Box Leeds,🍬,Groceries,-3.50,GBP,-3.50,GBP,,196a Roundhay Road,,Cake Box Leeds         Leeds         GBR,
tx_0000AfWC3g1iCpDqEmPxs9,04/03/2024,19:44:48,Pot transfer,Tayyab Pot,,Transfers,15.00,GBP,15.00,GBP,,,,,
tx_0000AfWOArBGKgnwI4FjeN,04/03/2024,22:00:33,Monzo-to-Monzo,Noreen Ghaffar,,General,40.00,GBP,40.00,GBP,,,,,
tx_0000AfWOCGcDFjhZ45KqeJ,04/03/2024,22:00:49,Pot transfer,Tayyab Pot,,Transfers,-40.00,GBP,-40.00,GBP,,,,,
tx_0000AfXOnFw8vt95rnitcX,05/03/2024,09:42:12,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfXvLbldTFQZlJUF6n,05/03/2024,15:46:59,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000AfYFmjgi80z1ckdvpS,05/03/2024,19:35:59,Card payment,Sk Discount 31,🍎,Groceries,-8.00,GBP,-8.00,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000AfZoI9GEgpFEcSoU4a,06/03/2024,13:37:20,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfZrYIMcucwy0QbX4E,06/03/2024,14:13:52,Card payment,Apple Store,🍏,Shopping,-29.00,GBP,-29.00,GBP,,209 Trinity,,APPLE STORE R372       LEEDS         GBR,
tx_0000AfbameA5M7Zof1U3az,07/03/2024,10:15:24,Monzo-to-Monzo,Noreen Ghaffar,,General,45.00,GBP,45.00,GBP,,,,,
tx_0000AfbcXv3GTc9Y4xQJ9d,07/03/2024,10:35:09,Card payment,Yaadgaar Uk Ltd,🍽,Eating out,-7.00,GBP,-7.00,GBP,,89 Harehills Road,,YAADGAAR UK LTD        LEEDS         GBR,
tx_0000AfbjentqAJjzs4RrBR,07/03/2024,11:54:50,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfbqaN0QueoeSYehGL,07/03/2024,13:12:28,Card payment,Sports Direct,🎾,Shopping,-6.99,GBP,-6.99,GBP,,20 The Headrow,,SPORTSDIRECT.COM       Leeds         GBR,
tx_0000Afc6VrKAMT6N4xWfA1,07/03/2024,16:10:56,Card payment,Cha Cha Chai (white Ro,🍽,Eating out,-4.45,GBP,-4.45,GBP,,Dewsbury Road,,Cha Cha Chai (White Ro Leeds         GBR,
tx_0000AfcX7lXYubDnTrTNfm,07/03/2024,21:09:07,Bacs (Direct Credit),GB Retail Payroll,,Income,131.38,GBP,131.38,GBP,50004227-1,,,50004227-1,
tx_0000AfcZHpHK4IjvBmjvk2,07/03/2024,21:33:20,Card payment,Uber,🚖,Transport,-7.01,GBP,-7.01,GBP,,Aldgate Tower First Floor,,UBER   * PENDING       London        GBR,
tx_0000AfcZHui5sCWq9PIntB,07/03/2024,21:33:21,Pot transfer,Tayyab Pot,,Savings,-0.99,GBP,-0.99,GBP,,,,Round up,
tx_0000Afd2aPtrXug4cItBLO,08/03/2024,03:01:39,Direct Debit,The Guide Dogs for the Blind Association,,Charity,-10.00,GBP,-10.00,GBP,S23014/243589887,,,S23014/243589887,
tx_0000AfdaWYa2jBnZTVMnkv,08/03/2024,09:21:55,Pot transfer,Bills Pot,,Transfers,-80.00,GBP,-80.00,GBP,,,,,
tx_0000AfdjwTLFj6StqYOoyH,08/03/2024,11:07:27,Card payment,Uber Eats,🍽,Eating out,-10.84,GBP,-10.84,GBP,,2 Leman Street,,UBER* EATS PENDING     LONDON        GBR,
tx_0000Afdou1nZeyTwfKiiZN,08/03/2024,12:03:02,Pot transfer,Bills Pot,,Transfers,5.00,GBP,5.00,GBP,,,,,
tx_0000Affw5TinGtRIhH41E9,09/03/2024,12:32:57,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfghK8LdiPryMjNKO9,09/03/2024,21:22:15,Card payment,Hfcharehills,🍎,Eating out,-16.00,GBP,-16.00,GBP,,,,HFCHAREHILLS           MILTON KEYNES GBR,
tx_0000AfgiSOr8K5FG4DxahG,09/03/2024,21:34:57,Card payment,Khan Pharmacy,💊,Personal care,-2.00,GBP,-2.00,GBP,,168 Roundhay Road,,KHAN PHARMACY          LEEDS         GBR,
tx_0000AfhdXAh06WlMuLNUrR,10/03/2024,08:14:29,Pot transfer,Bills Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,
tx_0000Afhlf4MgJWYelTv0mv,10/03/2024,09:45:33,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfiPxilYq1FMz3wKnJ,10/03/2024,17:17:08,Card payment,Greggs,🥖,Eating out,-2.20,GBP,-2.20,GBP,,21 Kirkgate,,GREGGS                 LEEDS         GBR,
tx_0000AfiQAj6gskeGGf5a8P,10/03/2024,17:19:29,Card payment,Greggs,🥖,Eating out,-2.40,GBP,-2.40,GBP,,21 Kirkgate,,GREGGS                 LEEDS         GBR,
tx_0000AfiT1fsrnNU1FNExBC,10/03/2024,17:51:28,Card payment,Pepes Leeds,🍽,Eating out,-17.18,GBP,-17.18,GBP,,255-257 Roundhay Road,,Pepes leeds            Leeds         GBR,
tx_0000AfieaaLlSf4aDIxKKn,10/03/2024,20:01:01,Card payment,Sk Discount 31,🍎,Groceries,-2.30,GBP,-2.30,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000AfjAHWawObe0LqC5FB,11/03/2024,01:56:08,Pot transfer,Bills Pot,,Transfers,2.00,GBP,2.00,GBP,,,,,
tx_0000AfjAHblPB7zANk80kU,11/03/2024,01:56:09,Faster payment,British Red Cross Society,,Charity,-2.00,GBP,-2.00,GBP,FDC05893,,,FDC05893,
tx_0000AfkBRVhQsDk00KHLSj,11/03/2024,13:43:52,Card payment,Abu Bakar,🍎,Groceries,-6.60,GBP,-6.60,GBP,,215 Roundhay Road,,ABU BAKAR              LEEDS         GBR,
tx_0000AfkCQycDyldneLOBlZ,11/03/2024,13:54:58,Card payment,Nafees Harehills Rd,🍞,Eating out,-6.60,GBP,-6.60,GBP,,33C Harehills Road,,Nafees Harehills Rd    Leeds         GBR,
tx_0000AfkDMpLEcMNpgO1lmk,11/03/2024,14:05:25,Card payment,Noor Foods,🥖,Groceries,-29.75,GBP,-29.75,GBP,,26-28 Harehills Road,,NOOR FOOD YORKSHIRE LT LEEDS         GBR,
tx_0000AfkHiOtU1tLpqPac0z,11/03/2024,14:54:08,Faster payment,S Ali,,Transfers,400.00,GBP,400.00,GBP,S Ali,,,S Ali,
tx_0000AfkHjqVqpQu05GTZWz,11/03/2024,14:54:24,Monzo-to-Monzo,Noreen Ghaffar,,General,-300.00,GBP,-300.00,GBP,,,,,
tx_0000Afkha3sYsMifobZh0U,11/03/2024,19:43:58,Card payment,Sk Discount 31,🍎,Groceries,-3.00,GBP,-3.00,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000Afm1m7mkN41jAJhf05,12/03/2024,11:04:57,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfoILOV8CUxyeKLqba,13/03/2024,13:20:02,Card payment,Google,💻,Entertainment,0.00,GBP,0.00,GBP,Active card check,,,GOOGLE *TEMPORARY HOLD g.co/helppay# GBR,
tx_0000AfoIOucnDrMQNqrfHA,13/03/2024,13:20:40,Card payment,Google,💻,Entertainment,0.00,GBP,0.00,GBP,Active card check,,,GOOGLE *TEMPORARY HOLD g.co/HelpPay# IRL,
tx_0000AfoIPHaRqk9RbEwcJV,13/03/2024,13:20:44,Card payment,Gsuite Blogpais,📲,Entertainment,-10.00,GBP,-10.00,GBP,,,,GOOGLE*GSUITE BLOGPAIS CC GOOGLE.COM IRL,
tx_0000Afqtvp2p4jc0vtPzlZ,14/03/2024,19:30:38,Bacs (Direct Credit),GB Retail Payroll,,Income,128.21,GBP,128.21,GBP,50004227-1,,,50004227-1,
tx_0000AfqvMUIUQCSqNJ7TQf,14/03/2024,19:46:39,Card payment,Sk Discount 31,🍎,Groceries,-3.00,GBP,-3.00,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000AfrOUWTR6t22GSN9QA,15/03/2024,01:13:03,Card payment,Western Union,💸,Family,0.00,GBP,0.00,GBP,Active card check,200 HAMMERSMITH ROAD,,WUI GBP MC             LONDON        GBR,
tx_0000AfrOa4hVHb8cEFZhRq,15/03/2024,01:14:03,Card payment,Western Union,💸,Family,-30.26,GBP,-30.26,GBP,,200 HAMMERSMITH ROAD,,WUI GBP MC             LONDON        GBR,
tx_0000AfrOa93z3x2fOa9Fhb,15/03/2024,01:14:04,Pot transfer,Tayyab Pot,,Savings,-0.74,GBP,-0.74,GBP,,,,Round up,
tx_0000AfrOiOTVe9GxCtuVhi,15/03/2024,01:15:33,Pot transfer,Bills Pot,,Transfers,-80.00,GBP,-80.00,GBP,,,,,
tx_0000AfrOnBLzrGWbHl9iZG,15/03/2024,01:16:25,Monzo-to-Monzo,Noreen Ghaffar,,General,30.00,GBP,30.00,GBP,,,,,
tx_0000AfrOof4opnewQyLmj3,15/03/2024,01:16:41,Pot transfer,Bills Pot,,Transfers,-20.00,GBP,-20.00,GBP,,,,,
tx_0000AfsAdThVaKwB4NxCvh,15/03/2024,10:12:31,Card payment,Uber,🚖,Transport,-5.99,GBP,-5.99,GBP,,Aldgate Tower First Floor,,UBER   * PENDING       London        GBR,
tx_0000AfsAdaEhHr5eUu7lkQ,15/03/2024,10:12:32,Pot transfer,Tayyab Pot,,Savings,-0.01,GBP,-0.01,GBP,,,,Round up,
tx_0000AfsvGqCGTVJjibN3Ct,15/03/2024,18:55:03,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000Afszemc5qhrIpPTKtN,15/03/2024,19:44:12,Card payment,Uber Eats,🍽,Eating out,-6.78,GBP,-6.78,GBP,,Aldgate Tower First Floor,,UBER   * EATS PENDING  London        GBR,
tx_0000AfszesYPlIW7nPRtJp,15/03/2024,19:44:13,Pot transfer,Tayyab Pot,,Savings,-0.22,GBP,-0.22,GBP,,,,Round up,
tx_0000AftNQmFwmJcYLJo4pN,16/03/2024,00:10:35,Card payment,Uber,🚖,Transport,-14.52,GBP,-14.52,GBP,,Aldgate Tower First Floor,,UBER   * PENDING       London        GBR,
tx_0000AftNQrkGN2KSN9x48f,16/03/2024,00:10:36,Pot transfer,Tayyab Pot,,Savings,-0.48,GBP,-0.48,GBP,,,,Round up,
tx_0000AfuLP0rhUDGqSHV6gb,16/03/2024,11:22:34,Card payment,Uber Eats,🍽,Eating out,-13.67,GBP,-13.67,GBP,,2 Leman Street,,UBER* EATS PENDING     LONDON        GBR,
tx_0000AfuVinBj2tTSeu29rN,16/03/2024,13:18:12,Card payment,Uber Eats,🍽,Eating out,-18.67,GBP,-18.67,GBP,,Aldgate Tower First Floor,,UBER   *EATS           London        GBR,
tx_0000AfuVqG9bkXlMPjXl6f,16/03/2024,13:19:33,Card payment,Uber Eats,🍽,Eating out,13.67,GBP,13.67,GBP,,2 Leman Street,,UBER* EATS PENDING     LONDON        GBR,
tx_0000AfuVv0gOhMp6K7Kafp,16/03/2024,13:20:24,Pot transfer,Bills Pot,,Transfers,15.00,GBP,15.00,GBP,,,,,
tx_0000Afuh1acz4Gu7Su8C9Z,16/03/2024,15:24:51,Card payment,Hifsa LTD,💊,Personal care,-8.08,GBP,-8.08,GBP,,21 Talbot Grove,,HIFSA LTD                UNITED KING GBR,
tx_0000AfuhPgZQco7sSrdbaU,16/03/2024,15:29:12,Card payment,Nafees Harehills Rd,🍞,Eating out,-2.40,GBP,-2.40,GBP,,33C Harehills Road,,Nafees Harehills Rd    Leeds         GBR,
tx_0000AfuipWq3Wv42o9yMNd,16/03/2024,15:45:05,Pot transfer,Bills Pot,,Transfers,10.00,GBP,10.00,GBP,,,,,
tx_0000AfvhjcwK1mtZCFU9sA,17/03/2024,03:07:31,Card payment,West Yorkshire Metro,🚌,Transport,5.00,GBP,5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AfwQHkHncH5DaY7d9F,17/03/2024,11:26:42,Card payment,Uber,🚖,Transport,-8.84,GBP,-8.84,GBP,,Aldgate Tower First Floor,,UBER   * PENDING       London        GBR,
tx_0000Afwvgkx5NIB1NofMKP,17/03/2024,17:18:35,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
